Gene,Essential OEG
WBGene00006164,Non-essential
WBGene00016346,Non-essential
WBGene00021389,Non-essential
WBGene00001766,Non-essential
WBGene00013281,Non-essential
WBGene00000094,Non-essential
WBGene00010661,Non-essential
WBGene00018434,Non-essential
WBGene00001193,Non-essential
WBGene00013418,Non-essential
WBGene00018525,Non-essential
WBGene00011229,Non-essential
WBGene00017066,Non-essential
WBGene00007587,Essential
WBGene00010467,Non-essential
WBGene00008835,Non-essential
WBGene00011506,Non-essential
WBGene00003552,Non-essential
WBGene00022665,Non-essential
WBGene00021972,Non-essential
WBGene00005016,Non-essential
WBGene00004909,Non-essential
WBGene00019257,Non-essential
WBGene00022635,Non-essential
WBGene00015954,Non-essential
WBGene00017322,Non-essential
WBGene00006027,Non-essential
WBGene00020222,Non-essential
WBGene00004370,Non-essential
WBGene00004899,Non-essential
WBGene00021032,Non-essential
WBGene00003863,Non-essential
WBGene00001621,Non-essential
WBGene00018527,Non-essential
WBGene00016744,Non-essential
WBGene00002120,Non-essential
WBGene00012397,Non-essential
WBGene00001703,Non-essential
WBGene00010625,Non-essential
WBGene00008319,Non-essential
WBGene00011258,Non-essential
WBGene00003956,Non-essential
WBGene00013482,Non-essential
WBGene00011777,Non-essential
WBGene00005621,Non-essential
WBGene00018024,Non-essential
WBGene00022638,Non-essential
WBGene00020214,Non-essential
WBGene00016309,Non-essential
WBGene00017921,Non-essential
WBGene00015934,Non-essential
WBGene00002114,Non-essential
WBGene00006897,Non-essential
WBGene00012433,Non-essential
WBGene00005400,Non-essential
WBGene00012432,Non-essential
WBGene00019477,Non-essential
WBGene00017911,Non-essential
WBGene00013403,Non-essential
WBGene00016297,Non-essential
WBGene00008612,Non-essential
WBGene00007933,Non-essential
WBGene00009610,Non-essential
WBGene00007308,Non-essential
WBGene00007866,Non-essential
WBGene00044620,Non-essential
WBGene00018745,Non-essential
WBGene00022736,Non-essential
WBGene00020258,Non-essential
WBGene00011846,Non-essential
WBGene00010800,Non-essential
WBGene00015179,Non-essential
WBGene00018886,Non-essential
WBGene00009515,Non-essential
WBGene00016776,Non-essential
WBGene00020024,Non-essential
WBGene00015139,Non-essential
WBGene00004218,Non-essential
WBGene00008735,Non-essential
WBGene00022549,Non-essential
WBGene00007503,Non-essential
WBGene00013982,Non-essential
WBGene00016544,Non-essential
WBGene00018855,Non-essential
WBGene00017848,Non-essential
WBGene00019277,Non-essential
WBGene00006753,Non-essential
WBGene00013576,Non-essential
WBGene00006621,Non-essential
WBGene00005070,Non-essential
WBGene00007125,Non-essential
WBGene00005054,Non-essential
WBGene00019779,Non-essential
WBGene00018925,Non-essential
WBGene00019973,Non-essential
WBGene00007454,Non-essential
WBGene00012077,Non-essential
WBGene00020882,Non-essential
WBGene00010686,Non-essential
WBGene00010256,Non-essential
WBGene00011384,Non-essential
WBGene00005951,Non-essential
WBGene00014136,Non-essential
WBGene00001958,Non-essential
WBGene00019662,Non-essential
WBGene00015395,Non-essential
WBGene00010817,Non-essential
WBGene00001710,Non-essential
WBGene00011744,Non-essential
WBGene00008677,Non-essential
WBGene00002100,Non-essential
WBGene00015962,Non-essential
WBGene00005641,Non-essential
WBGene00004397,Non-essential
WBGene00008830,Non-essential
WBGene00005690,Non-essential
WBGene00019470,Non-essential
WBGene00019588,Non-essential
WBGene00005667,Non-essential
WBGene00011670,Non-essential
WBGene00011831,Non-essential
WBGene00015211,Non-essential
WBGene00015775,Non-essential
WBGene00012324,Non-essential
WBGene00016265,Non-essential
WBGene00013761,Non-essential
WBGene00013848,Non-essential
WBGene00010225,Non-essential
WBGene00016661,Non-essential
WBGene00020659,Non-essential
WBGene00021145,Non-essential
WBGene00020918,Non-essential
WBGene00007082,Non-essential
WBGene00001760,Non-essential
WBGene00020350,Non-essential
WBGene00003629,Non-essential
WBGene00020419,Non-essential
WBGene00004229,Non-essential
WBGene00011870,Non-essential
WBGene00005120,Non-essential
WBGene00016708,Non-essential
WBGene00008567,Non-essential
WBGene00017351,Non-essential
WBGene00005482,Non-essential
WBGene00003007,Non-essential
WBGene00014179,Non-essential
WBGene00005029,Non-essential
WBGene00012482,Non-essential
WBGene00015911,Non-essential
WBGene00015586,Non-essential
WBGene00011009,Non-essential
WBGene00016216,Non-essential
WBGene00008092,Non-essential
WBGene00000638,Non-essential
WBGene00004455,Non-essential
WBGene00009229,Non-essential
WBGene00017593,Non-essential
WBGene00012492,Non-essential
WBGene00019665,Non-essential
WBGene00016419,Non-essential
WBGene00013515,Non-essential
WBGene00005121,Non-essential
WBGene00018724,Non-essential
WBGene00000430,Non-essential
WBGene00020067,Non-essential
WBGene00015622,Non-essential
WBGene00005969,Non-essential
WBGene00009024,Non-essential
WBGene00009840,Non-essential
WBGene00010399,Non-essential
WBGene00015994,Non-essential
WBGene00004225,Non-essential
WBGene00015683,Non-essential
WBGene00012825,Non-essential
WBGene00015379,Non-essential
WBGene00017580,Non-essential
WBGene00007563,Non-essential
WBGene00008991,Non-essential
WBGene00016769,Non-essential
WBGene00005478,Non-essential
WBGene00015400,Non-essential
WBGene00006163,Non-essential
WBGene00009971,Non-essential
WBGene00008607,Non-essential
WBGene00022827,Non-essential
WBGene00015394,Non-essential
WBGene00008388,Non-essential
WBGene00004965,Non-essential
WBGene00016765,Non-essential
WBGene00012346,Non-essential
WBGene00021287,Non-essential
WBGene00008194,Non-essential
WBGene00004005,Non-essential
WBGene00007341,Non-essential
WBGene00009046,Non-essential
WBGene00015236,Non-essential
WBGene00021966,Non-essential
WBGene00011723,Non-essential
WBGene00006631,Non-essential
WBGene00010715,Non-essential
WBGene00010446,Non-essential
WBGene00010163,Non-essential
WBGene00008188,Non-essential
WBGene00018573,Non-essential
WBGene00011942,Non-essential
WBGene00005047,Non-essential
WBGene00020501,Non-essential
WBGene00015356,Non-essential
WBGene00012249,Non-essential
WBGene00019921,Non-essential
WBGene00020407,Non-essential
WBGene00008088,Non-essential
WBGene00019919,Non-essential
WBGene00005291,Non-essential
WBGene00010110,Non-essential
WBGene00001670,Non-essential
WBGene00001764,Non-essential
WBGene00011078,Non-essential
WBGene00011960,Non-essential
WBGene00011659,Non-essential
WBGene00009863,Non-essential
WBGene00000910,Non-essential
WBGene00004944,Non-essential
WBGene00012155,Non-essential
WBGene00020205,Non-essential
WBGene00016051,Non-essential
WBGene00016625,Non-essential
WBGene00011027,Non-essential
WBGene00017803,Non-essential
WBGene00005976,Non-essential
WBGene00001071,Non-essential
WBGene00009387,Non-essential
WBGene00001373,Non-essential
WBGene00019729,Non-essential
WBGene00009248,Non-essential
WBGene00010648,Non-essential
WBGene00010623,Non-essential
WBGene00001681,Non-essential
WBGene00011578,Non-essential
WBGene00010185,Non-essential
WBGene00010266,Non-essential
WBGene00009682,Non-essential
WBGene00018304,Non-essential
WBGene00016312,Non-essential
WBGene00015701,Non-essential
WBGene00012525,Non-essential
WBGene00006149,Non-essential
WBGene00009585,Non-essential
WBGene00015958,Non-essential
WBGene00008252,Non-essential
WBGene00008213,Non-essential
WBGene00018433,Non-essential
WBGene00015332,Non-essential
WBGene00007911,Non-essential
WBGene00001446,Non-essential
WBGene00007594,Non-essential
WBGene00012120,Non-essential
WBGene00007657,Non-essential
WBGene00007507,Non-essential
WBGene00011041,Non-essential
WBGene00001535,Non-essential
WBGene00001586,Non-essential
WBGene00008027,Non-essential
WBGene00011419,Non-essential
WBGene00015710,Non-essential
WBGene00000629,Non-essential
WBGene00019159,Non-essential
WBGene00008494,Non-essential
WBGene00011382,Non-essential
WBGene00002257,Non-essential
WBGene00009463,Non-essential
WBGene00011443,Non-essential
WBGene00010567,Non-essential
WBGene00018155,Non-essential
WBGene00008390,Non-essential
WBGene00016314,Non-essential
WBGene00008668,Non-essential
WBGene00021005,Non-essential
WBGene00009205,Non-essential
WBGene00018340,Non-essential
WBGene00018143,Non-essential
WBGene00019225,Non-essential
WBGene00020291,Non-essential
WBGene00011963,Non-essential
WBGene00016670,Non-essential
WBGene00017872,Non-essential
WBGene00000516,Non-essential
WBGene00018466,Non-essential
WBGene00001719,Non-essential
WBGene00011402,Non-essential
WBGene00017150,Non-essential
WBGene00012310,Non-essential
WBGene00013288,Non-essential
WBGene00000221,Non-essential
WBGene00001533,Non-essential
WBGene00008029,Non-essential
WBGene00017907,Non-essential
WBGene00010101,Non-essential
WBGene00020353,Non-essential
WBGene00020071,Non-essential
WBGene00009861,Non-essential
WBGene00013616,Non-essential
WBGene00005652,Non-essential
WBGene00007635,Non-essential
WBGene00017335,Non-essential
WBGene00019948,Non-essential
WBGene00007793,Non-essential
WBGene00005480,Non-essential
WBGene00018515,Non-essential
WBGene00008256,Essential
WBGene00009618,Non-essential
WBGene00012831,Non-essential
WBGene00004224,Non-essential
WBGene00006155,Non-essential
WBGene00019587,Non-essential
WBGene00005056,Non-essential
WBGene00015709,Non-essential
WBGene00009058,Non-essential
WBGene00000493,Non-essential
WBGene00003474,Non-essential
WBGene00000188,Non-essential
WBGene00008433,Non-essential
WBGene00011263,Non-essential
WBGene00010059,Non-essential
WBGene00015636,Non-essential
WBGene00022868,Non-essential
WBGene00019980,Non-essential
WBGene00006145,Non-essential
WBGene00002208,Non-essential
WBGene00001751,Non-essential
WBGene00015855,Non-essential
WBGene00004230,Non-essential
WBGene00003891,Non-essential
WBGene00011571,Non-essential
WBGene00020505,Non-essential
WBGene00005472,Non-essential
WBGene00012039,Non-essential
WBGene00015730,Non-essential
WBGene00014194,Non-essential
WBGene00011124,Non-essential
WBGene00005869,Non-essential
WBGene00002118,Non-essential
WBGene00010033,Non-essential
WBGene00010062,Non-essential
WBGene00007342,Non-essential
WBGene00005288,Non-essential
WBGene00009030,Essential
WBGene00011458,Non-essential
WBGene00009402,Non-essential
WBGene00017024,Non-essential
WBGene00019716,Non-essential
WBGene00001457,Non-essential
WBGene00019300,Non-essential
WBGene00010755,Non-essential
WBGene00000611,Non-essential
WBGene00012139,Non-essential
WBGene00009026,Non-essential
WBGene00011626,Non-essential
WBGene00010378,Non-essential
WBGene00008731,Non-essential
WBGene00011956,Non-essential
WBGene00007224,Non-essential
WBGene00011508,Non-essential
WBGene00017193,Non-essential
WBGene00022661,Non-essential
WBGene00008584,Non-essential
WBGene00015030,Non-essential
WBGene00015574,Non-essential
WBGene00001076,Non-essential
WBGene00013496,Non-essential
WBGene00007346,Non-essential
WBGene00006981,Non-essential
WBGene00020886,Non-essential
WBGene00009136,Non-essential
WBGene00005741,Non-essential
WBGene00020073,Non-essential
WBGene00007977,Non-essential
WBGene00010724,Non-essential
WBGene00015467,Non-essential
WBGene00009619,Non-essential
WBGene00005342,Non-essential
WBGene00008903,Non-essential
WBGene00011895,Non-essential
WBGene00003906,Non-essential
WBGene00003679,Non-essential
WBGene00005900,Non-essential
WBGene00011490,Non-essential
WBGene00015541,Non-essential
WBGene00007987,Non-essential
WBGene00044631,Non-essential
WBGene00019633,Non-essential
WBGene00012117,Non-essential
WBGene00020370,Non-essential
WBGene00007768,Non-essential
WBGene00021121,Non-essential
WBGene00019518,Non-essential
WBGene00008370,Non-essential
WBGene00020653,Non-essential
WBGene00009374,Non-essential
WBGene00000734,Non-essential
WBGene00005171,Non-essential
WBGene00015374,Non-essential
WBGene00022584,Non-essential
WBGene00019765,Non-essential
WBGene00020626,Non-essential
WBGene00007207,Non-essential
WBGene00013564,Non-essential
WBGene00019273,Non-essential
WBGene00012614,Non-essential
WBGene00005635,Non-essential
WBGene00019895,Non-essential
WBGene00008986,Non-essential
WBGene00015292,Non-essential
WBGene00006966,Non-essential
WBGene00011561,Non-essential
WBGene00007340,Non-essential
WBGene00017574,Non-essential
WBGene00011023,Non-essential
WBGene00010864,Non-essential
WBGene00002258,Non-essential
WBGene00017550,Non-essential
WBGene00006214,Non-essential
WBGene00004177,Non-essential
WBGene00000523,Non-essential
WBGene00015114,Non-essential
WBGene00018300,Non-essential
WBGene00004008,Non-essential
WBGene00020401,Non-essential
WBGene00013072,Non-essential
WBGene00003762,Non-essential
WBGene00003233,Non-essential
WBGene00010342,Non-essential
WBGene00007792,Non-essential
WBGene00015335,Non-essential
WBGene00006206,Non-essential
WBGene00014008,Non-essential
WBGene00016950,Non-essential
WBGene00016658,Non-essential
WBGene00007597,Non-essential
WBGene00008239,Non-essential
WBGene00021725,Non-essential
WBGene00005419,Non-essential
WBGene00010310,Non-essential
WBGene00001795,Non-essential
WBGene00005143,Non-essential
WBGene00017050,Non-essential
WBGene00010204,Essential
WBGene00010118,Non-essential
WBGene00017751,Non-essential
WBGene00010268,Non-essential
WBGene00016848,Non-essential
WBGene00008578,Non-essential
WBGene00009961,Non-essential
WBGene00017963,Non-essential
WBGene00009803,Non-essential
WBGene00013287,Non-essential
WBGene00004796,Non-essential
WBGene00008287,Non-essential
WBGene00013696,Non-essential
WBGene00007328,Non-essential
WBGene00007900,Non-essential
WBGene00006584,Non-essential
WBGene00007274,Non-essential
WBGene00002272,Non-essential
WBGene00018697,Non-essential
WBGene00008393,Non-essential
WBGene00018773,Non-essential
WBGene00004301,Non-essential
WBGene00010981,Non-essential
WBGene00000771,Non-essential
WBGene00005397,Non-essential
WBGene00003438,Non-essential
WBGene00010874,Non-essential
WBGene00015087,Non-essential
WBGene00011244,Non-essential
WBGene00022743,Non-essential
WBGene00003430,Non-essential
WBGene00011154,Non-essential
WBGene00015315,Non-essential
WBGene00016846,Non-essential
WBGene00013295,Non-essential
WBGene00000821,Non-essential
WBGene00011475,Non-essential
WBGene00003807,Non-essential
WBGene00000757,Non-essential
WBGene00011565,Non-essential
WBGene00007691,Non-essential
WBGene00007349,Non-essential
WBGene00008481,Non-essential
WBGene00016642,Non-essential
WBGene00016541,Non-essential
WBGene00010321,Non-essential
WBGene00018548,Non-essential
WBGene00019054,Non-essential
WBGene00018259,Non-essential
WBGene00020199,Non-essential
WBGene00011052,Non-essential
WBGene00010214,Non-essential
WBGene00008872,Non-essential
WBGene00002193,Non-essential
WBGene00001722,Non-essential
WBGene00018547,Non-essential
WBGene00011676,Non-essential
WBGene00009005,Non-essential
WBGene00011198,Non-essential
WBGene00016659,Non-essential
WBGene00005111,Non-essential
WBGene00019189,Non-essential
WBGene00019506,Non-essential
WBGene00016041,Non-essential
WBGene00011539,Non-essential
WBGene00004924,Non-essential
WBGene00016447,Non-essential
WBGene00007992,Non-essential
WBGene00005250,Non-essential
WBGene00014093,Non-essential
WBGene00012883,Non-essential
WBGene00018353,Non-essential
WBGene00001539,Non-essential
WBGene00014106,Non-essential
WBGene00015803,Non-essential
WBGene00018815,Non-essential
WBGene00012364,Non-essential
WBGene00005653,Non-essential
WBGene00019392,Non-essential
WBGene00015821,Non-essential
WBGene00006081,Non-essential
WBGene00009947,Non-essential
WBGene00000685,Non-essential
WBGene00017959,Non-essential
WBGene00001950,Non-essential
WBGene00020280,Non-essential
WBGene00010802,Non-essential
WBGene00020913,Non-essential
WBGene00020648,Non-essential
WBGene00018839,Non-essential
WBGene00013568,Non-essential
WBGene00010870,Non-essential
WBGene00000620,Non-essential
WBGene00019459,Non-essential
WBGene00019080,Non-essential
WBGene00013192,Non-essential
WBGene00015847,Non-essential
WBGene00008801,Non-essential
WBGene00004740,Non-essential
WBGene00018198,Non-essential
WBGene00007547,Non-essential
WBGene00020212,Non-essential
WBGene00011693,Non-essential
WBGene00017354,Non-essential
WBGene00010511,Non-essential
WBGene00011677,Non-essential
WBGene00020228,Non-essential
WBGene00019260,Non-essential
