	Q96RS6	Q96K31	Q6KF10	Q8TAT2	Q9H0F6	Q99575	Q13630	Q9NX95	P34981
Q9HBK9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05093	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96NB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61163	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51854	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DN77	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VVH5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28222	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17R60	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04000	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q00653	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UM54	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HB03	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2I2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96LA8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2P9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NEW0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBQ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MC6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z2D5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y297	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12882	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MV1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96F25	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15417	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28288	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P78363	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y3A6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02962	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60447	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00767	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGQ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC42	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUS5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4VXA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13613	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15111	NA	NA	NA	NA	NA	NA	NA	NA	NA
A2PYH4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDW0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZN66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A46	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30989	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16513	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWQ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N2H3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60242	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2TAP0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XE5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UDY4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TEY7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22003	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCS7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y3B2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32929	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6S4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15217	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTV2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95685	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5JVL4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75061	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01973	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8K855	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13352	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14662	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HD45	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NI35	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02094	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12857	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51589	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6U736	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96C11	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54886	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96E52	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75553	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07358	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54646	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T601	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15392	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10632	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TAA0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95801	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33261	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T700	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WTT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y546	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P212	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BTX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q70Z53	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IXM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51160	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02753	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5NUL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23786	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22307	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13415	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UIX4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T0F9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60762	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYG5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96EK9	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5PLL7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96Q89	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14721	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZSM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09914	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T764	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L4P6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95992	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95793	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30085	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15468	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TCH4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N118	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6D5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13584	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FJ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75071	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5W064	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TCU6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60484	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92698	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60635	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76070	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5SWH9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14550	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2V4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H3K2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56975	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T447	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6C5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H4B4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFU0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14780	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14802	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75164	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BR11	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BV19	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T3U5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAB8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q49AA0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2B4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31431	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75844	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00749	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z6W1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13129	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01518	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14749	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NA29	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BT09	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31946	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00813	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20073	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z7C8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y366	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BX93	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86U90	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NE86	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95944	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92563	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7LGC8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TGU0	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95470	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR31	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43220	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96D05	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95858	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TG30	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75436	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22310	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35504	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAW7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAW9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76064	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NU19	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92805	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13285	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5IJ48	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z5Y7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NUK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IZC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FC7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y312	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11226	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95238	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60602	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NTZ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16572	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68DX3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BY10	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VWJ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPE6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50391	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14573	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60269	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BQS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92633	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16611	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43189	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15213	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92504	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28702	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H461	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06278	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8ND76	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HBR0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28067	NA	NA	NA	NA	NA	NA	NA	NA	NA
P98169	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6GMR7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBZ4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16118	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39877	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXI6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6BEB4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N443	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WV15	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQR9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41229	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99250	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13145	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14521	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UX15	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5V3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15066	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61587	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H488	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0PJX8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWE5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43638	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96G61	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96KJ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPS8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41134	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T2R2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z5R6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y242	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05329	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60840	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15615	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q567U6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZWJ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4V328	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60231	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VV17	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTS3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H313	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N2K0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36915	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFQ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15976	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C019	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBI1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16653	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95070	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16384	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51508	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H4G1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBS5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51814	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35410	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZK7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76002	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76001	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76000	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y3N9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5MJ68	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14373	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2TAZ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25021	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969J2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49910	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q504Y0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99880	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5W0B7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92783	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y679	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S37	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30837	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15464	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1U9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5QP82	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99678	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q63HM9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4U2R8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15404	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95980	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15550	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61160	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDV4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27338	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCG7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DJD7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P1X5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60551	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16394	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NV23	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96SD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07951	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGK9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGL0	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41732	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z624	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15147	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00592	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04839	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51811	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TEQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDS5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60293	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFY7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60500	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51843	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26992	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15479	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09884	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94806	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0Z7S8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12004	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96AQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DC8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21673	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y305	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGH3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13162	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NXT4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50749	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47989	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04156	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14511	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12797	NA	NA	NA	NA	NA	NA	NA	NA	NA
P62699	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12986	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68CP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1N7	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJZ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCV1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51460	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15291	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBS9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31689	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95139	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95711	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01589	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02538	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFZ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39210	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17RC7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q687X5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75521	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50395	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NKD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L8L6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6C2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGJ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86WA6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969E3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H269	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17516	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q71RH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42330	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50453	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27815	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52895	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S55	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60547	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BU64	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43837	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q04828	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5JRX3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L099	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01813	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5HYJ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P57103	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2K6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NV70	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HC07	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92499	NA	NA	NA	NA	NA	NA	NA	NA	NA
